First_pokemon,Second_pokemon,Winner,id_x,First_Type_1,First_Total,First_Hit_points,First_Attack,First_Defense,First_Special_attack,First_Special_defense,First_Speed,id_y,Second_Type_1,Second_Total,Second_Hit_points,Second_Attack,Second_Defense,Second_Special_attack,Second_Special_defense,Second_Speed,target
668,87,668,668,Psychic,485,75,75,75,125,95,40,87,Water,490,95,75,110,100,80,30,1
165,49,165,165,Psychic,780,106,150,70,194,120,140,49,Grass,320,45,50,55,75,65,30,1
123,771,771,123,Grass,435,65,55,115,100,40,60,771,Fairy,525,95,65,65,110,130,60,0
261,154,154,261,Normal,490,95,80,105,40,70,100,154,Rock,515,80,105,65,60,75,130,0
225,640,640,225,Steel,610,75,125,230,55,95,30,640,Psychic,370,65,40,50,125,60,30,0
313,103,103,313,Normal,440,80,80,80,55,55,90,103,Ghost,600,60,65,80,170,95,130,0
106,505,505,106,Psychic,483,85,73,70,73,115,67,505,Poison,490,83,106,65,86,65,85,0
453,614,614,453,Grass,515,60,70,65,125,105,90,614,Ground,519,95,117,80,65,70,92,0
107,48,48,107,Water,325,30,105,90,25,25,50,48,Poison,455,75,80,70,65,75,90,0
722,590,590,722,Fire,307,40,45,40,62,60,60,590,Ground,508,110,135,60,50,65,88,0
559,431,431,559,Fire,418,90,93,55,70,55,55,431,Psychic,600,50,70,160,70,160,90,0
141,727,727,141,Water,540,95,125,79,60,100,81,727,Water,530,72,95,67,103,71,122,0
490,239,490,490,Normal,411,76,65,45,92,42,91,239,Ice,250,50,50,40,30,30,50,1
490,340,340,490,Normal,411,76,65,45,92,42,91,340,Electric,575,70,75,80,135,80,135,0
373,128,128,373,Water,468,110,78,73,76,71,60,128,Water,320,45,67,60,35,50,63,0
3,730,3,3,Grass,525,80,82,83,100,100,80,730,Normal,278,45,50,43,40,38,62,1
502,91,502,502,Poison,330,40,50,90,30,55,65,91,Normal,352,52,65,55,58,62,60,1
714,104,714,714,Water,580,91,72,90,129,90,108,104,Rock,385,35,45,160,30,45,70,1
788,276,276,788,Ghost,494,85,100,122,58,75,54,276,Grass,630,70,110,75,145,85,145,0
459,16,16,459,Bug,424,60,59,85,79,105,36,16,Bug,395,60,45,50,90,80,70,0
432,143,432,432,Psychic,600,50,95,90,95,90,180,143,Water,535,130,85,80,85,95,60,1
724,2,724,724,Fire,534,75,69,72,114,100,104,2,Grass,405,60,62,63,80,80,60,1
648,533,648,648,Normal,475,80,100,70,60,70,95,533,Electric,520,50,65,107,105,107,86,1
250,357,250,250,Water,540,75,95,95,95,95,85,357,Psychic,330,60,25,35,70,80,60,1
155,439,155,155,Rock,615,80,135,85,70,95,150,439,Water,314,53,51,53,61,56,40,1
447,20,20,447,Bug,194,37,25,41,25,41,25,20,Bug,495,65,150,40,15,80,145,0
366,371,366,366,Dragon,490,75,70,90,70,105,80,371,Rock,440,70,95,85,55,65,70,1
337,770,337,337,Fighting,510,60,100,85,80,85,100,770,Rock,521,123,77,72,99,92,58,1
358,765,358,358,Psychic,470,80,45,65,90,110,80,765,Electric,289,44,38,33,61,43,70,1
198,110,198,198,Grass,490,75,80,95,90,100,50,110,Electric,480,60,50,70,80,80,140,1
152,760,760,152,Rock,355,30,80,90,55,45,55,760,Rock,500,72,105,115,54,86,68,0
164,577,164,164,Psychic,780,106,190,100,154,100,130,577,Psychic,292,76,25,45,67,55,24,1
174,646,646,174,Water,405,65,80,80,59,63,58,646,Ice,535,71,95,85,110,95,79,0
438,59,59,438,Fire,534,76,104,71,104,71,108,59,Normal,440,65,70,60,65,65,115,0
614,443,614,614,Ground,519,95,117,80,65,70,92,443,Normal,340,55,75,50,40,40,80,1
789,127,127,789,Ice,304,55,69,85,32,35,28,127,Water,440,55,65,95,95,45,85,0
504,421,421,504,Poison,300,48,61,40,61,40,50,421,Dragon,700,80,130,100,160,120,110,0
565,214,214,565,Normal,420,60,85,69,60,69,77,214,Dark,405,60,85,42,85,42,91,0
158,635,635,158,Electric,580,90,90,85,125,90,100,635,Normal,470,75,95,60,65,60,115,0
386,21,21,386,Ghost,295,44,75,35,63,33,45,21,Normal,251,40,45,40,35,35,56,0
408,404,404,408,Dragon,420,65,95,100,60,50,50,404,Water,485,55,84,105,114,75,52,0
349,440,349,349,Water,460,70,120,40,95,40,95,440,Water,405,64,66,68,81,76,50,1
410,295,410,410,Dragon,700,95,145,130,120,90,120,295,Water,340,60,50,50,60,70,50,1
83,569,569,83,Rock,495,80,120,130,55,65,45,569,Dark,281,41,50,37,50,37,66,0
249,411,249,249,Dark,600,75,90,90,140,90,115,411,Steel,300,40,55,80,35,60,30,1
173,609,173,173,Water,314,50,65,64,44,48,43,609,Grass,280,45,35,50,70,50,30,1
770,572,572,770,Rock,521,123,77,72,99,92,58,572,Grass,498,75,98,63,98,63,101,0
51,473,473,51,Grass,490,75,80,85,110,90,50,473,Ghost,348,90,50,34,60,44,70,0
452,106,106,452,Grass,280,40,30,35,50,70,55,106,Psychic,483,85,73,70,73,115,67,0
550,769,550,550,Dark,600,70,90,90,135,90,125,769,Rock,362,77,59,50,67,63,46,1
525,740,525,525,Ice,530,110,130,80,70,60,80,740,Fairy,552,78,65,68,112,154,75,1
464,762,762,464,Bug,474,70,80,102,80,102,40,762,Poison,494,65,75,90,97,123,44,0
147,798,798,147,Electric,525,65,65,60,110,95,130,798,Psychic,600,80,110,60,150,130,70,0
572,45,572,572,Grass,498,75,98,63,98,63,101,45,Normal,270,115,45,20,45,25,20,1
569,741,569,569,Dark,281,41,50,37,50,37,66,741,Grass,350,66,65,48,62,57,52,1
193,28,28,193,Psychic,470,65,75,70,95,70,95,28,Normal,442,65,90,65,61,61,100,0
247,445,247,247,Dark,330,45,60,30,80,50,65,445,Normal,250,59,45,40,35,40,31,1
511,280,280,511,Grass,494,90,92,75,92,85,60,280,Fire,630,80,160,80,130,80,100,0
435,44,44,435,Grass,525,95,109,105,75,85,56,44,Fire,505,73,76,75,81,100,100,0
794,359,794,794,Dark,680,126,131,95,131,98,99,359,Normal,360,60,60,60,60,60,60,1
196,758,758,196,Electric,510,90,75,85,115,90,55,758,Dark,482,86,92,88,68,75,73,0
470,410,410,470,Water,325,76,48,48,57,62,34,410,Dragon,700,95,145,130,120,90,120,0
631,164,164,631,Poison,474,80,95,82,60,82,75,164,Psychic,780,106,190,100,154,100,130,0
451,790,451,451,Electric,523,80,120,79,95,79,70,790,Ice,514,95,117,184,44,46,28,1
211,442,442,211,Water,430,95,85,85,65,65,35,442,Normal,245,40,55,30,30,30,60,0
773,582,773,773,Electric,431,67,58,57,81,67,101,582,Electric,295,45,60,32,50,32,76,1
403,59,59,403,Water,485,55,104,105,94,75,52,59,Normal,440,65,70,60,65,65,115,0
401,413,413,401,Ice,530,110,80,90,95,90,65,413,Steel,600,80,135,130,95,90,70,0
228,679,679,228,Water,430,65,95,75,55,55,85,679,Bug,495,80,70,40,100,60,145,0
753,196,196,753,Fairy,341,78,52,60,63,65,23,196,Electric,510,90,75,85,115,90,55,0
578,434,434,578,Psychic,487,116,55,85,107,95,29,434,Grass,405,75,89,85,55,65,36,0
210,40,40,210,Water,210,55,45,45,25,25,15,40,Poison,505,81,102,77,85,75,85,0
38,716,716,38,Poison,273,46,57,40,40,40,50,716,Normal,600,100,77,77,128,128,90,0
18,458,458,18,Bug,205,45,25,50,25,25,35,458,Bug,224,40,29,45,29,45,36,0
538,742,538,538,Psychic,580,75,75,130,75,130,95,742,Grass,531,123,100,62,97,81,68,1
702,627,702,702,Grass,580,91,90,72,90,129,108,627,Water,495,74,108,133,83,65,32,1
403,412,403,403,Water,485,55,104,105,94,75,52,412,Steel,420,60,75,100,55,80,50,1
517,136,136,517,Grass,535,100,100,125,110,50,50,136,Fire,495,65,95,57,100,85,93,0
465,89,465,465,Electric,405,60,45,70,45,90,95,89,Electric,325,25,35,70,95,55,45,1
505,502,505,505,Poison,490,83,106,65,86,65,85,502,Poison,330,40,50,90,30,55,65,1
601,644,644,601,Bug,310,45,53,70,40,60,42,644,Ice,305,36,50,50,65,60,44,0
459,84,84,459,Bug,424,60,59,85,79,105,36,84,Fire,410,50,85,55,65,65,90,0
548,525,525,548,Water,480,80,80,80,80,80,80,525,Ice,530,110,130,80,70,60,80,0
707,521,521,707,Dragon,680,100,120,100,150,120,90,521,Bug,515,86,76,86,116,56,95,0
14,62,62,14,Bug,195,45,30,35,20,20,45,62,Fighting,305,40,80,35,35,45,70,0
728,501,728,728,Normal,237,38,36,38,32,36,57,501,Ground,525,108,112,118,68,72,47,1
182,246,246,182,Bug,250,40,60,40,40,40,30,246,Steel,465,65,80,140,40,70,70,0
741,117,741,741,Grass,350,66,65,48,62,57,52,117,Normal,385,90,55,75,60,75,30,1
29,431,431,29,Poison,288,35,60,44,40,54,55,431,Psychic,600,50,70,160,70,160,90,0
719,574,574,719,Grass,313,56,61,65,48,45,38,574,Fire,498,75,98,63,98,63,101,0
209,477,477,209,Bug,390,65,65,45,75,45,95,477,Normal,580,65,136,94,54,96,135,0
492,37,37,492,Dragon,300,58,70,45,40,45,42,37,Poison,505,90,92,87,75,85,76,0
425,43,425,425,Ground,770,100,180,160,150,90,90,43,Fire,299,38,41,40,50,65,65,1
207,284,284,207,Grass,180,30,30,30,30,30,30,284,Water,635,100,150,110,95,110,70,0
749,512,512,749,Steel,325,45,80,100,35,37,28,512,Grass,594,90,132,105,132,105,30,0
539,153,153,539,Psychic,580,80,105,105,105,105,80,153,Rock,495,60,115,105,65,70,80,0
152,159,159,152,Rock,355,30,80,90,55,45,55,159,Fire,580,90,100,90,125,85,90,0
738,18,738,738,Fairy,303,44,38,39,61,79,42,18,Bug,205,45,25,50,25,25,35,1
182,579,579,182,Bug,250,40,60,40,40,40,30,579,Normal,264,50,55,50,36,30,43,0
69,302,69,69,Psychic,310,25,20,15,105,55,90,302,Water,270,40,30,30,55,30,85,1
173,713,713,173,Water,314,50,65,64,44,48,43,713,Dragon,700,125,120,90,170,100,95,0
488,199,488,488,Psychic,310,20,25,45,70,90,60,199,Water,250,70,20,50,20,50,40,1
683,506,683,683,Dragon,485,77,120,90,60,90,48,506,Grass,454,74,100,72,90,72,46,1
2,619,2,2,Grass,405,60,62,63,80,80,60,619,Bug,325,50,65,85,35,35,55,1
735,255,735,735,Bug,411,80,52,50,90,50,89,255,Normal,250,55,20,35,20,45,75,1
70,800,70,70,Psychic,400,40,35,30,120,70,105,800,Fire,600,80,110,120,130,90,70,1
120,67,67,120,Ground,345,80,85,95,30,30,25,67,Water,385,65,65,65,50,50,90,0
738,610,610,738,Fairy,303,44,38,39,61,79,42,610,Grass,480,70,60,75,110,75,90,0
68,397,397,68,Water,510,90,95,95,70,90,70,397,Ice,480,80,80,80,80,80,80,0
540,714,540,540,Psychic,580,75,125,70,125,70,115,714,Water,580,91,72,90,129,90,108,1
184,197,184,184,Poison,535,85,90,80,70,80,130,197,Electric,610,90,95,105,165,110,45,1
577,58,58,577,Psychic,292,76,25,45,67,55,24,58,Normal,290,40,45,35,40,40,90,0
750,29,29,750,Steel,448,59,110,150,45,49,35,29,Poison,288,35,60,44,40,54,55,0
391,640,391,391,Grass,460,99,68,83,72,87,51,640,Psychic,370,65,40,50,125,60,30,1
211,737,211,211,Water,430,95,85,85,65,65,35,737,Fire,507,86,68,72,109,66,106,1
462,694,694,462,Bug,424,70,94,50,94,50,66,694,Bug,484,58,109,112,48,48,109,0
337,147,147,337,Fighting,510,60,100,85,80,85,100,147,Electric,525,65,65,60,110,95,130,0
459,644,644,459,Bug,424,60,59,85,79,105,36,644,Ice,305,36,50,50,65,60,44,0
615,652,615,615,Fire,315,70,90,45,15,45,50,652,Grass,294,69,55,45,55,55,15,1
786,180,786,786,Ghost,494,55,85,122,58,75,99,180,Bug,265,40,20,30,40,80,55,1
247,594,594,247,Dark,330,45,60,30,80,50,65,594,Fighting,405,85,105,85,40,50,40,0
536,720,536,536,Electric,520,50,65,107,105,107,86,720,Grass,405,61,78,95,56,58,57,1
729,586,586,729,Normal,423,85,56,77,50,77,78,586,Rock,515,85,135,130,60,80,25,0
715,80,715,715,Water,580,91,72,90,129,90,108,80,Water,515,80,70,65,80,120,100,1
516,740,516,516,Ground,535,115,140,130,55,55,40,740,Fairy,552,78,65,68,112,154,75,1
440,525,525,440,Water,405,64,66,68,81,76,50,525,Ice,530,110,130,80,70,60,80,0
174,410,410,174,Water,405,65,80,80,59,63,58,410,Dragon,700,95,145,130,120,90,120,0
634,424,424,634,Normal,300,55,50,40,40,40,75,424,Ground,670,100,150,140,100,90,90,0
252,797,797,252,Ground,500,90,120,120,60,60,50,797,Rock,700,50,160,110,160,110,110,0
317,294,317,317,Bug,236,1,90,45,30,30,40,294,Water,220,40,30,30,40,50,30,1
463,790,790,463,Bug,244,30,30,42,30,42,70,790,Ice,514,95,117,184,44,46,28,0
770,7,7,770,Rock,521,123,77,72,99,92,58,7,Fire,534,78,84,78,109,85,100,0
110,783,110,110,Electric,480,60,50,70,80,80,140,783,Ghost,335,54,66,70,44,55,46,1
454,469,469,454,Rock,350,67,125,40,30,30,58,469,Grass,450,70,60,70,87,78,85,0
241,731,241,241,Water,380,55,55,85,65,85,35,731,Fire,382,62,73,55,56,52,84,1
688,190,688,688,Normal,490,95,110,95,40,95,55,190,Fairy,245,35,20,65,40,65,20,1
271,21,271,271,Fire,680,106,130,90,110,154,90,21,Normal,251,40,45,40,35,35,56,1
738,789,738,738,Fairy,303,44,38,39,61,79,42,789,Ice,304,55,69,85,32,35,28,1
476,223,476,476,Normal,480,65,76,84,54,96,105,223,Ground,430,65,75,105,35,65,85,1
574,283,574,574,Fire,498,75,98,63,98,63,101,283,Water,535,100,110,90,85,90,60,1
621,551,551,621,Dark,348,50,75,70,35,70,48,551,Grass,600,100,100,100,100,100,100,0
723,617,723,723,Fire,409,59,59,58,90,70,73,617,Fire,540,105,30,105,140,105,55,1
1,679,679,1,Grass,318,45,49,49,65,65,45,679,Bug,495,80,70,40,100,60,145,0
595,131,595,595,Fighting,505,105,140,95,55,65,45,131,Water,520,60,75,85,100,85,115,1
433,339,339,433,Grass,318,55,68,64,45,55,31,339,Electric,475,70,75,60,105,60,105,0
247,452,247,247,Dark,330,45,60,30,80,50,65,452,Grass,280,40,30,35,50,70,55,1
19,709,709,19,Bug,395,65,90,40,45,80,75,709,Ground,600,89,125,90,115,80,101,0
410,278,410,410,Dragon,700,95,145,130,120,90,120,278,Fire,405,60,85,60,85,60,55,1
103,142,103,103,Ghost,600,60,65,80,170,95,130,142,Water,640,95,155,109,70,130,81,1
37,337,337,37,Poison,505,90,92,87,75,85,76,337,Fighting,510,60,100,85,80,85,100,0
453,29,453,453,Grass,515,60,70,65,125,105,90,29,Poison,288,35,60,44,40,54,55,1
73,113,113,73,Fighting,305,70,80,50,35,35,35,113,Ground,320,50,50,95,40,50,35,0
374,87,374,374,Water,308,43,80,65,50,35,35,87,Water,490,95,75,110,100,80,30,1
634,784,784,634,Normal,300,55,50,40,40,40,75,784,Ghost,335,59,66,70,44,55,41,0
681,790,681,681,Fighting,350,45,85,50,55,50,65,790,Ice,514,95,117,184,44,46,28,1
181,765,181,181,Bug,390,55,35,50,55,110,85,765,Electric,289,44,38,33,61,43,70,1
584,498,498,584,Rock,280,55,75,85,25,25,15,498,Fighting,525,70,110,70,115,70,90,0
586,590,590,586,Rock,515,85,135,130,60,80,25,590,Ground,508,110,135,60,50,65,88,0
732,1,732,732,Fire,499,78,81,71,74,69,126,1,Grass,318,45,49,49,65,65,45,1
478,524,478,478,Ghost,495,60,60,60,105,105,105,524,Ground,510,75,95,125,45,75,95,1
734,19,19,734,Bug,213,45,22,60,27,30,29,19,Bug,395,65,90,40,45,80,75,0
634,348,634,634,Normal,300,55,50,40,40,40,75,348,Water,305,45,90,20,65,20,65,1
567,755,567,567,Normal,370,65,80,65,35,65,60,755,Fairy,341,62,48,66,59,57,49,1
354,82,354,354,Fire,460,70,100,70,105,75,40,82,Rock,390,55,95,115,45,45,35,1
417,783,417,417,Steel,580,80,75,150,75,150,50,783,Ghost,335,54,66,70,44,55,46,1
420,85,420,420,Dragon,600,80,90,80,130,110,110,85,Fire,500,65,100,70,80,80,105,1
610,215,610,610,Grass,480,70,60,75,110,75,90,215,Water,490,95,75,80,100,110,30,1
350,160,350,350,Water,560,70,140,70,110,65,105,160,Dragon,300,41,64,45,50,50,50,1
122,588,588,122,Normal,450,250,5,5,35,105,50,588,Psychic,425,67,57,55,77,55,114,0
159,77,159,159,Fire,580,90,100,90,125,85,90,77,Grass,390,65,90,50,85,45,55,1
398,598,398,398,Ice,580,80,120,80,120,80,100,598,Water,509,105,95,75,85,75,74,1
300,704,704,300,Normal,270,40,55,30,30,30,85,704,Flying,580,79,100,80,110,90,121,0
508,293,508,508,Water,460,69,69,76,69,86,91,293,Bug,385,60,50,70,50,90,65,1
763,685,685,763,Water,330,50,53,62,58,63,44,685,Ground,483,89,124,80,55,80,55,0
428,203,428,428,Steel,600,100,100,100,100,100,100,203,Grass,250,35,35,40,35,55,50,1
509,199,509,509,Water,345,45,20,50,60,120,50,199,Water,250,70,20,50,20,50,40,1
106,592,106,106,Psychic,483,85,73,70,73,115,67,592,Normal,545,103,60,126,80,126,50,1
550,394,550,550,Dark,600,70,90,90,135,90,125,394,Dark,565,65,150,60,115,60,115,1
310,48,48,310,Grass,295,60,40,60,40,60,35,48,Poison,455,75,80,70,65,75,90,0
80,314,314,80,Water,515,80,70,65,80,120,100,314,Normal,670,150,160,100,95,65,100,0
463,203,463,463,Bug,244,30,30,42,30,42,70,203,Grass,250,35,35,40,35,55,50,1
484,9,9,484,Poison,479,103,93,67,71,61,84,9,Fire,634,78,104,78,159,115,100,0
700,49,700,700,Steel,580,91,90,129,90,72,108,49,Grass,320,45,50,55,75,65,30,1
437,533,533,437,Fire,405,64,78,52,78,52,81,533,Electric,520,50,65,107,105,107,86,0
73,485,73,73,Fighting,305,70,80,50,35,35,35,485,Steel,300,57,24,86,24,86,23,1
627,314,314,627,Water,495,74,108,133,83,65,32,314,Normal,670,150,160,100,95,65,100,0
216,657,216,216,Ghost,435,60,60,60,85,85,85,657,Bug,319,50,47,50,57,50,65,1
126,617,126,126,Water,295,30,40,70,70,25,60,617,Fire,540,105,30,105,140,105,55,1
632,707,707,632,Dark,330,40,65,40,80,40,65,707,Dragon,680,100,120,100,150,120,90,0
692,331,692,692,Dark,510,110,65,105,55,95,80,331,Steel,330,50,70,100,40,40,30,1
11,309,309,11,Water,405,59,63,80,65,80,58,309,Bug,414,70,60,62,80,82,60,0
483,22,483,483,Poison,329,63,63,47,41,41,74,22,Normal,349,63,60,55,50,50,71,1
665,170,170,665,Electric,405,65,85,70,75,70,40,170,Fire,309,39,52,43,60,50,65,0
540,337,540,540,Psychic,580,75,125,70,125,70,115,337,Fighting,510,60,100,85,80,85,100,1
39,299,299,39,Poison,365,61,72,57,55,55,65,299,Grass,480,90,100,60,90,60,80,0
761,762,762,761,Poison,320,50,60,60,60,60,30,762,Poison,494,65,75,90,97,123,44,0
441,1,441,441,Water,530,84,86,88,111,101,60,1,Grass,318,45,49,49,65,65,45,1
434,137,137,434,Grass,405,75,89,85,55,65,36,137,Bug,500,65,125,100,55,70,85,0
700,433,700,700,Steel,580,91,90,129,90,72,108,433,Grass,318,55,68,64,45,55,31,1
52,379,379,52,Bug,285,35,70,55,45,55,25,379,Rock,495,86,81,97,81,107,43,0
158,171,158,158,Electric,580,90,90,85,125,90,100,171,Fire,405,58,64,58,80,65,80,1
769,374,769,769,Rock,362,77,59,50,67,63,46,374,Water,308,43,80,65,50,35,35,1
789,690,690,789,Ice,304,55,69,85,32,35,28,690,Normal,510,100,123,75,57,75,80,0
393,255,255,393,Dark,465,65,130,60,75,60,75,255,Normal,250,55,20,35,20,45,75,0
307,741,307,307,Psychic,618,68,85,65,165,135,100,741,Grass,350,66,65,48,62,57,52,1
528,492,528,528,Psychic,618,68,165,95,65,115,110,492,Dragon,300,58,70,45,40,45,42,1
212,24,24,212,Psychic,525,65,65,60,130,95,110,24,Normal,579,83,80,80,135,80,121,0
99,173,99,99,Water,525,50,95,180,85,45,70,173,Water,314,50,65,64,44,48,43,1
58,253,58,58,Normal,290,40,45,35,40,40,90,253,Normal,515,85,80,90,105,95,60,1
226,289,226,226,Fairy,300,60,80,50,40,40,30,289,Bug,195,45,45,35,20,30,20,1
365,609,365,365,Normal,310,45,40,60,40,75,50,609,Grass,280,45,35,50,70,50,30,1
409,532,409,409,Dragon,600,95,135,80,110,80,100,532,Electric,440,50,50,77,95,77,91,1
647,294,647,647,Normal,335,60,60,50,40,50,75,294,Water,220,40,30,30,40,50,30,1
15,756,756,15,Bug,205,50,20,55,25,25,30,756,Fairy,480,82,80,86,85,75,72,0
196,774,196,196,Electric,510,90,75,85,115,90,55,774,Rock,500,50,50,150,50,150,50,1
265,68,265,265,Water,580,100,75,115,90,115,85,68,Water,510,90,95,95,70,90,70,1
564,749,749,564,Normal,255,45,55,39,35,39,42,749,Steel,325,45,80,100,35,37,28,0
750,248,248,750,Steel,448,59,110,150,45,49,35,248,Dark,500,75,90,50,110,80,95,0
142,107,142,142,Water,640,95,155,109,70,130,81,107,Water,325,30,105,90,25,25,50,1
427,404,427,427,Dragon,780,105,180,100,180,100,115,404,Water,485,55,84,105,114,75,52,1
454,302,302,454,Rock,350,67,125,40,30,30,58,302,Water,270,40,30,30,55,30,85,0
323,574,574,323,Normal,190,50,20,40,20,40,20,574,Fire,498,75,98,63,98,63,101,0
262,67,67,262,Normal,540,255,10,10,75,135,55,67,Water,385,65,65,65,50,50,90,0
710,434,710,710,Ground,600,89,145,90,105,80,91,434,Grass,405,75,89,85,55,65,36,1
291,666,291,291,Bug,395,60,70,50,100,50,65,666,Electric,515,85,115,80,105,80,50,1
233,445,233,233,Bug,600,80,185,115,40,105,75,445,Normal,250,59,45,40,35,40,31,1
126,494,494,126,Water,295,30,40,70,70,25,60,494,Dragon,600,108,130,95,80,85,102,0
252,108,108,252,Ground,500,90,120,120,60,60,50,108,Water,475,55,130,115,50,50,75,0
69,212,212,69,Psychic,310,25,20,15,105,55,90,212,Psychic,525,65,65,60,130,95,110,0
120,342,120,120,Ground,345,80,85,95,30,30,25,342,Electric,405,60,40,50,75,85,95,1
224,173,173,224,Steel,510,75,85,200,55,65,30,173,Water,314,50,65,64,44,48,43,0
695,94,94,695,Dark,300,52,65,50,45,50,38,94,Water,325,65,45,55,45,70,45,0
672,355,672,672,Dragon,320,46,87,60,30,40,57,355,Fire,560,70,120,100,145,105,20,1
409,254,409,409,Dragon,600,95,135,80,110,80,100,254,Normal,465,73,95,62,85,65,85,1
195,607,607,195,Electric,365,70,55,55,80,60,45,607,Grass,280,40,27,60,37,50,66,0
528,327,327,528,Psychic,618,68,165,95,65,115,110,327,Dark,380,50,75,75,65,65,50,0
127,81,127,127,Water,440,55,65,95,95,45,85,81,Rock,300,40,80,100,30,30,20,1
698,336,336,698,Bug,360,55,85,55,50,55,60,336,Fighting,410,60,60,75,60,75,80,0
422,705,705,422,Water,670,100,100,90,150,140,90,705,Electric,580,79,115,70,125,80,111,0
432,397,432,432,Psychic,600,50,95,90,95,90,180,397,Ice,480,80,80,80,80,80,80,1
409,376,409,409,Dragon,600,95,135,80,110,80,100,376,Ground,300,40,40,55,40,70,55,1
582,424,424,582,Electric,295,45,60,32,50,32,76,424,Ground,670,100,150,140,100,90,90,0
521,268,521,521,Bug,515,86,76,86,116,56,95,268,Rock,600,100,134,110,95,100,61,1
304,708,708,304,Psychic,198,28,25,25,45,35,40,708,Dragon,680,100,150,120,120,100,90,0
385,492,492,385,Normal,440,60,90,70,60,120,40,492,Dragon,300,58,70,45,40,45,42,0
560,70,560,560,Fire,528,110,123,65,100,65,65,70,Psychic,400,40,35,30,120,70,105,1
545,149,149,545,Ghost,680,150,100,120,100,120,90,149,Normal,395,65,60,70,85,75,40,0
68,362,362,68,Water,510,90,95,95,70,90,70,362,Ground,520,80,100,80,80,80,100,0
672,732,732,672,Dragon,320,46,87,60,30,40,57,732,Fire,499,78,81,71,74,69,126,0
632,14,632,632,Dark,330,40,65,40,80,40,65,14,Bug,195,45,30,35,20,20,45,1
641,341,341,641,Psychic,490,110,65,75,125,85,30,341,Electric,405,60,50,40,85,75,95,0
365,428,428,365,Normal,310,45,40,60,40,75,50,428,Steel,600,100,100,100,100,100,100,0
594,425,425,594,Fighting,405,85,105,85,40,50,40,425,Ground,770,100,180,160,150,90,90,0
764,529,764,764,Water,500,71,73,88,120,89,59,529,Rock,525,60,55,145,75,150,40,1
397,161,397,397,Ice,480,80,80,80,80,80,80,161,Dragon,420,61,84,65,70,70,70,1
111,670,670,111,Grass,325,60,40,80,60,45,40,670,Ghost,370,60,40,60,95,60,55,0
219,738,219,219,Normal,455,70,80,65,90,65,85,738,Fairy,303,44,38,39,61,79,42,1
408,647,647,408,Dragon,420,65,95,100,60,50,50,647,Normal,335,60,60,50,40,50,75,0
516,107,107,516,Ground,535,115,140,130,55,55,40,107,Water,325,30,105,90,25,25,50,0
622,736,736,622,Dark,488,65,90,115,45,115,58,736,Fire,369,62,50,58,73,54,72,0
212,128,212,212,Psychic,525,65,65,60,130,95,110,128,Water,320,45,67,60,35,50,63,1
685,648,648,685,Ground,483,89,124,80,55,80,55,648,Normal,475,80,100,70,60,70,95,0
406,420,420,406,Water,330,43,30,55,40,65,97,420,Dragon,600,80,90,80,130,110,110,0
501,689,689,501,Ground,525,108,112,118,68,72,47,689,Normal,350,70,83,50,37,50,60,0
533,211,533,533,Electric,520,50,65,107,105,107,86,211,Water,430,95,85,85,65,65,35,1
413,580,413,413,Steel,600,80,135,130,95,90,70,580,Normal,358,62,77,62,50,42,65,1
74,277,277,74,Fighting,405,80,100,70,50,60,45,277,Fire,310,45,60,40,70,50,45,0
460,713,713,460,Bug,424,60,79,105,59,85,36,713,Dragon,700,125,120,90,170,100,95,0
450,8,8,450,Electric,363,60,85,49,60,49,60,8,Fire,634,78,130,111,130,85,100,0
376,196,196,376,Ground,300,40,40,55,40,70,55,196,Electric,510,90,75,85,115,90,55,0
292,510,510,292,Bug,205,50,35,55,25,25,15,510,Grass,334,60,62,50,62,60,40,0
282,186,282,282,Water,405,70,85,70,60,70,50,186,Water,460,125,58,58,76,76,67,1
384,699,699,384,Normal,420,70,70,70,70,70,70,699,Bug,550,85,60,65,135,105,100,0
295,741,741,295,Water,340,60,50,50,60,70,50,741,Grass,350,66,65,48,62,57,52,0
346,790,346,346,Poison,302,70,43,53,43,53,40,790,Ice,514,95,117,184,44,46,28,1
